LECROYWR104MXi-A/Å	50479	Waveform
Segments	1	SegmentSize	1002
Segment	TrigTime	TimeSinceSegment1
#1	22-Sep-2010 20:29:25	0                 
Time	Ampl
-7.71976e-008	0.000159994
-7.69976e-008	0.000159994
-7.67976e-008	0
-7.65976e-008	-0.000319988
-7.63976e-008	-0.000159994
-7.61976e-008	0
-7.59976e-008	-0.000159994
-7.57976e-008	-0.000319988
-7.55976e-008	-0.000319988
-7.53976e-008	-0.000159994
-7.51976e-008	0.000319988
-7.49976e-008	-0.000159994
-7.47976e-008	-0.000159994
-7.45976e-008	0.000319988
-7.43976e-008	-0.000159994
-7.41976e-008	0.000159994
-7.39976e-008	0
-7.37976e-008	-0.000159994
-7.35976e-008	-0.000159994
-7.33976e-008	0.000159994
-7.31976e-008	-0.000159994
-7.29976e-008	-0.000159994
-7.27976e-008	0.000479982
-7.25976e-008	0
-7.23976e-008	-0.000319988
-7.21976e-008	-0.000479982
-7.19976e-008	-0.000159994
-7.17976e-008	-0.000159994
-7.15976e-008	-0.000319988
-7.13976e-008	-0.000639975
-7.11976e-008	-0.000479982
-7.09976e-008	-0.000319988
-7.07976e-008	-0.000319988
-7.05976e-008	-0.000319988
-7.03976e-008	-0.000319988
-7.01976e-008	0
-6.99976e-008	-0.000159994
-6.97976e-008	0
-6.95976e-008	-0.000319988
-6.93976e-008	-0.000479982
-6.91976e-008	-0.000159994
-6.89976e-008	-0.000159994
-6.87976e-008	-0.000319988
-6.85976e-008	0
-6.83976e-008	-0.000159994
-6.81976e-008	-0.000159994
-6.79976e-008	-0.000159994
-6.77976e-008	-0.000159994
-6.75976e-008	-0.000159994
-6.73976e-008	-0.000479982
-6.71976e-008	-0.000639975
-6.69976e-008	-0.000479982
-6.67976e-008	0.000319988
-6.65976e-008	0.000479982
-6.63976e-008	0.000159994
-6.61976e-008	-0.000159994
-6.59976e-008	-0.000159994
-6.57976e-008	0.000159994
-6.55976e-008	-0.000159994
-6.53976e-008	0
-6.51976e-008	-0.000159994
-6.49976e-008	0
-6.47976e-008	0.000159994
-6.45976e-008	0
-6.43976e-008	-0.000159994
-6.41976e-008	-0.000159994
-6.39976e-008	0.000159994
-6.37976e-008	0
-6.35976e-008	-0.000479982
-6.33976e-008	-0.000479982
-6.31976e-008	-0.000319988
-6.29976e-008	-0.000479982
-6.27976e-008	-0.000159994
-6.25976e-008	-0.000479982
-6.23976e-008	0
-6.21976e-008	-0.000319988
-6.19976e-008	-0.000319988
-6.17976e-008	-0.000479982
-6.15976e-008	-0.000319988
-6.13976e-008	0
-6.11976e-008	0
-6.09976e-008	0
-6.07976e-008	-0.000799969
-6.05976e-008	-0.000159994
-6.03976e-008	-0.000159994
-6.01976e-008	0
-5.99976e-008	-0.000479982
-5.97976e-008	-0.000159994
-5.95976e-008	0.000639975
-5.93976e-008	-0.000159994
-5.91976e-008	-0.000319988
-5.89976e-008	-0.000639975
-5.87976e-008	-0.000959963
-5.85976e-008	-0.000319988
-5.83976e-008	0.000159994
-5.81976e-008	0.000319988
-5.79976e-008	0
-5.77976e-008	-0.000159994
-5.75976e-008	-0.000479982
-5.73976e-008	-0.000159994
-5.71976e-008	-0.000319988
-5.69976e-008	-0.000159994
-5.67976e-008	-0.000159994
-5.65976e-008	-0.000479982
-5.63976e-008	0.000159994
-5.61976e-008	-0.000479982
-5.59976e-008	-0.000479982
-5.57976e-008	-0.000319988
-5.55976e-008	-0.000479982
-5.53976e-008	-0.000799969
-5.51976e-008	-0.000319988
-5.49976e-008	0
-5.47976e-008	0
-5.45976e-008	0.000319988
-5.43976e-008	0
-5.41976e-008	-0.000319988
-5.39976e-008	-0.000159994
-5.37976e-008	-0.000479982
-5.35976e-008	-0.000319988
-5.33976e-008	-0.000319988
-5.31976e-008	-0.000319988
-5.29976e-008	0
-5.27976e-008	0.000319988
-5.25976e-008	0
-5.23976e-008	-0.000319988
-5.21976e-008	-0.000479982
-5.19976e-008	-0.000159994
-5.17976e-008	0
-5.15976e-008	-0.000159994
-5.13976e-008	-0.000159994
-5.11976e-008	-0.000479982
-5.09976e-008	-0.000159994
-5.07976e-008	0.000159994
-5.05976e-008	0.000159994
-5.03976e-008	0.000159994
-5.01976e-008	-0.000159994
-4.99976e-008	0
-4.97976e-008	0
-4.95976e-008	-0.000159994
-4.93976e-008	-0.000159994
-4.91976e-008	-0.000479982
-4.89976e-008	0
-4.87976e-008	0.000319988
-4.85976e-008	-0.000319988
-4.83976e-008	-0.000799969
-4.81976e-008	-0.000319988
-4.79976e-008	0
-4.77976e-008	-0.000159994
-4.75976e-008	0
-4.73976e-008	-0.000159994
-4.71976e-008	-0.000319988
-4.69976e-008	0
-4.67976e-008	0
-4.65976e-008	0
-4.63976e-008	-0.000159994
-4.61976e-008	-0.000159994
-4.59976e-008	-0.000479982
-4.57976e-008	-0.000479982
-4.55976e-008	-0.000159994
-4.53976e-008	-0.000319988
-4.51976e-008	-0.000319988
-4.49976e-008	-0.000159994
-4.47976e-008	0.000479982
-4.45976e-008	0.000319988
-4.43976e-008	0
-4.41976e-008	0
-4.39976e-008	0.000159994
-4.37976e-008	-0.000479982
-4.35976e-008	-0.000319988
-4.33976e-008	-0.000799969
-4.31976e-008	-0.000319988
-4.29976e-008	-0.000159994
-4.27976e-008	0
-4.25976e-008	0
-4.23976e-008	0.000159994
-4.21976e-008	0
-4.19976e-008	-0.000319988
-4.17976e-008	0
-4.15976e-008	-0.000319988
-4.13976e-008	-0.000159994
-4.11976e-008	-0.000319988
-4.09976e-008	-0.000159994
-4.07976e-008	-0.000159994
-4.05976e-008	0.000319988
-4.03976e-008	0
-4.01976e-008	-0.000319988
-3.99976e-008	-0.000159994
-3.97976e-008	-0.000479982
-3.95976e-008	-0.000159994
-3.93976e-008	-0.000159994
-3.91976e-008	-0.000159994
-3.89976e-008	-0.000319988
-3.87976e-008	-0.000319988
-3.85976e-008	-0.000319988
-3.83976e-008	-0.000319988
-3.81976e-008	-0.000319988
-3.79976e-008	-0.000479982
-3.77976e-008	-0.000479982
-3.75976e-008	0
-3.73976e-008	0.000159994
-3.71976e-008	-0.000159994
-3.69976e-008	-0.000159994
-3.67976e-008	0
-3.65976e-008	-0.000159994
-3.63976e-008	-0.000319988
-3.61976e-008	-0.000159994
-3.59976e-008	-0.000319988
-3.57976e-008	-0.000159994
-3.55976e-008	0.000319988
-3.53976e-008	0
-3.51976e-008	-0.000319988
-3.49976e-008	-0.000319988
-3.47976e-008	0
-3.45976e-008	-0.000159994
-3.43976e-008	0.000159994
-3.41976e-008	0.000159994
-3.39976e-008	-0.000479982
-3.37976e-008	-0.000479982
-3.35976e-008	-0.000319988
-3.33976e-008	-0.000159994
-3.31976e-008	-0.000159994
-3.29976e-008	-0.000639975
-3.27976e-008	-0.000159994
-3.25976e-008	-0.000159994
-3.23976e-008	-0.000159994
-3.21976e-008	-0.000159994
-3.19976e-008	0
-3.17976e-008	-0.000159994
-3.15976e-008	0
-3.13976e-008	0
-3.11976e-008	-0.000159994
-3.09976e-008	-0.000479982
-3.07976e-008	-0.000319988
-3.05976e-008	-0.000159994
-3.03976e-008	-0.000479982
-3.01976e-008	0
-2.99976e-008	-0.000479982
-2.97976e-008	-0.000479982
-2.95976e-008	-0.000159994
-2.93976e-008	-0.000159994
-2.91976e-008	-0.000159994
-2.89976e-008	-0.000479982
-2.87976e-008	-0.000639975
-2.85976e-008	-0.000159994
-2.83976e-008	-0.000159994
-2.81976e-008	-0.000159994
-2.79976e-008	0
-2.77976e-008	0
-2.75976e-008	-0.000319988
-2.73976e-008	-0.000319988
-2.71976e-008	0
-2.69976e-008	-0.000159994
-2.67976e-008	-0.000479982
-2.65976e-008	-0.000159994
-2.63976e-008	-0.000159994
-2.61976e-008	0.000159994
-2.59976e-008	0
-2.57976e-008	-0.000479982
-2.55976e-008	-0.000479982
-2.53976e-008	-0.000159994
-2.51976e-008	-0.000319988
-2.49976e-008	-0.000159994
-2.47976e-008	-0.000159994
-2.45976e-008	0.000159994
-2.43976e-008	-0.000479982
-2.41976e-008	-0.000479982
-2.39976e-008	-0.000479982
-2.37976e-008	-0.000319988
-2.35976e-008	-0.000479982
-2.33976e-008	-0.000959963
-2.31976e-008	-0.000319988
-2.29976e-008	-0.000159994
-2.27976e-008	-0.000319988
-2.25976e-008	-0.000639975
-2.23976e-008	-0.000319988
-2.21976e-008	-0.000159994
-2.19976e-008	0
-2.17976e-008	-0.000319988
-2.15976e-008	-0.000319988
-2.13976e-008	-0.000799969
-2.11976e-008	-0.000319988
-2.09976e-008	-0.000159994
-2.07976e-008	-0.000159994
-2.05976e-008	0.000159994
-2.03976e-008	-0.000159994
-2.01976e-008	-0.000639975
-1.99976e-008	-0.000319988
-1.97976e-008	0
-1.95976e-008	-0.000159994
-1.93976e-008	0
-1.91976e-008	0.000159994
-1.89976e-008	0
-1.87976e-008	0.000159994
-1.85976e-008	0
-1.83976e-008	0
-1.81976e-008	0.000159994
-1.79976e-008	-0.000319988
-1.77976e-008	-0.000319988
-1.75976e-008	-0.000319988
-1.73976e-008	-0.000319988
-1.71976e-008	-0.000479982
-1.69976e-008	-0.000159994
-1.67976e-008	0.000159994
-1.65976e-008	-0.000159994
-1.63976e-008	0
-1.61976e-008	-0.000319988
-1.59976e-008	-0.000159994
-1.57976e-008	0
-1.55976e-008	0.000319988
-1.53976e-008	-0.000159994
-1.51976e-008	-0.000159994
-1.49976e-008	-0.000159994
-1.47976e-008	-0.000479982
-1.45976e-008	-0.000319988
-1.43976e-008	-0.000479982
-1.41976e-008	-0.000319988
-1.39976e-008	-0.000159994
-1.37976e-008	-0.000479982
-1.35976e-008	-0.000479982
-1.33976e-008	-0.000479982
-1.31976e-008	-0.000319988
-1.29976e-008	0.000319988
-1.27976e-008	-0.000159994
-1.25976e-008	-0.000159994
-1.23976e-008	-0.000319988
-1.21976e-008	-0.000319988
-1.19976e-008	0.000319988
-1.17976e-008	0.000159994
-1.15976e-008	-0.000159994
-1.13976e-008	-0.000639975
-1.11976e-008	-0.000319988
-1.09976e-008	-0.000319988
-1.07976e-008	0
-1.05976e-008	-0.000319988
-1.03976e-008	0
-1.01976e-008	-0.000319988
-9.99758e-009	-0.000799969
-9.79758e-009	-0.000479982
-9.59758e-009	-0.000319988
-9.39758e-009	-0.000319988
-9.19758e-009	-0.000479982
-8.99758e-009	-0.000479982
-8.79758e-009	-0.000319988
-8.59758e-009	-0.000159994
-8.39758e-009	-0.000159994
-8.19758e-009	-0.000159994
-7.99758e-009	0
-7.79758e-009	-0.000319988
-7.59758e-009	-0.000479982
-7.39758e-009	-0.000159994
-7.19758e-009	-0.000799969
-6.99758e-009	-0.000799969
-6.79758e-009	-0.000639975
-6.59758e-009	-0.000159994
-6.39758e-009	0.000159994
-6.19758e-009	-0.000799969
-5.99758e-009	-0.000799969
-5.79758e-009	-0.000799969
-5.59758e-009	-0.000639975
-5.39758e-009	-0.000639975
-5.19758e-009	-0.000959963
-4.99758e-009	-0.00111996
-4.79758e-009	-0.00111996
-4.59758e-009	-0.00159994
-4.39758e-009	-0.00159994
-4.19758e-009	-0.00127995
-3.99758e-009	-0.00175993
-3.79758e-009	-0.00191993
-3.59758e-009	-0.00207992
-3.39758e-009	-0.00207992
-3.19758e-009	-0.0025599
-2.99758e-009	-0.0027199
-2.79758e-009	-0.00303988
-2.59758e-009	-0.00351986
-2.39758e-009	-0.00351986
-2.19758e-009	-0.00351986
-1.99758e-009	-0.00367986
-1.79758e-009	-0.00463982
-1.59758e-009	-0.00495981
-1.39758e-009	-0.00543979
-1.19758e-009	-0.00559978
-9.97576e-010	-0.00559978
-7.97576e-010	-0.00575978
-5.97576e-010	-0.00575978
-3.97576e-010	-0.00703973
-1.97576e-010	-0.00719972
2.42395e-012	-0.00735972
2.02424e-010	-0.00703973
4.02424e-010	-0.00735972
6.02424e-010	-0.0078397
8.02424e-010	-0.00799969
1.00242e-009	-0.00799969
1.20242e-009	-0.00799969
1.40242e-009	-0.00863967
1.60242e-009	-0.00927964
1.80242e-009	-0.00879966
2.00242e-009	-0.00895966
2.20242e-009	-0.00943964
2.40242e-009	-0.0100796
2.60242e-009	-0.0105596
2.80242e-009	-0.0103996
3.00242e-009	-0.0102396
3.20242e-009	-0.00943964
3.40242e-009	-0.0102396
3.60242e-009	-0.0105596
3.80242e-009	-0.0103996
4.00242e-009	-0.0100796
4.20242e-009	-0.0105596
4.40242e-009	-0.0105596
4.60242e-009	-0.0110396
4.80242e-009	-0.0108796
5.00242e-009	-0.0105596
5.20242e-009	-0.0105596
5.40242e-009	-0.0111996
5.60242e-009	-0.0107196
5.80242e-009	-0.0102396
6.00242e-009	-0.0103996
6.20242e-009	-0.0103996
6.40242e-009	-0.00991962
6.60242e-009	-0.0103996
6.80242e-009	-0.0102396
7.00242e-009	-0.00959963
7.20242e-009	-0.00911965
7.40242e-009	-0.00943964
7.60242e-009	-0.00943964
7.80242e-009	-0.00895966
8.00242e-009	-0.00831968
8.20242e-009	-0.00831968
8.40242e-009	-0.00863967
8.60242e-009	-0.00847967
8.80242e-009	-0.00767971
9.00242e-009	-0.00799969
9.20242e-009	-0.00719972
9.40242e-009	-0.00703973
9.60242e-009	-0.00719972
9.80242e-009	-0.00703973
1.00024e-008	-0.00639975
1.02024e-008	-0.00559978
1.04024e-008	-0.00559978
1.06024e-008	-0.00559978
1.08024e-008	-0.00559978
1.10024e-008	-0.00543979
1.12024e-008	-0.00463982
1.14024e-008	-0.00415984
1.16024e-008	-0.00479982
1.18024e-008	-0.00447983
1.20024e-008	-0.00415984
1.22024e-008	-0.00399985
1.24024e-008	-0.00367986
1.26024e-008	-0.00415984
1.28024e-008	-0.00367986
1.30024e-008	-0.00335987
1.32024e-008	-0.00287989
1.34024e-008	-0.00287989
1.36024e-008	-0.00239991
1.38024e-008	-0.0027199
1.40024e-008	-0.00303988
1.42024e-008	-0.00239991
1.44024e-008	-0.0025599
1.46024e-008	-0.0027199
1.48024e-008	-0.00223991
1.50024e-008	-0.00239991
1.52024e-008	-0.00239991
1.54024e-008	-0.00175993
1.56024e-008	-0.00223991
1.58024e-008	-0.00207992
1.60024e-008	-0.00191993
1.62024e-008	-0.00175993
1.64024e-008	-0.00175993
1.66024e-008	-0.00175993
1.68024e-008	-0.00175993
1.70024e-008	-0.00207992
1.72024e-008	-0.00239991
1.74024e-008	-0.0025599
1.76024e-008	-0.00191993
1.78024e-008	-0.00207992
1.80024e-008	-0.0025599
1.82024e-008	-0.00239991
1.84024e-008	-0.00207992
1.86024e-008	-0.0025599
1.88024e-008	-0.0025599
1.90024e-008	-0.0025599
1.92024e-008	-0.00239991
1.94024e-008	-0.0025599
1.96024e-008	-0.0027199
1.98024e-008	-0.0025599
2.00024e-008	-0.0027199
2.02024e-008	-0.0025599
2.04024e-008	-0.0027199
2.06024e-008	-0.00287989
2.08024e-008	-0.0025599
2.10024e-008	-0.0027199
2.12024e-008	-0.0025599
2.14024e-008	-0.0025599
2.16024e-008	-0.0027199
2.18024e-008	-0.00239991
2.20024e-008	-0.00223991
2.22024e-008	-0.00239991
2.24024e-008	-0.00207992
2.26024e-008	-0.00223991
2.28024e-008	-0.00287989
2.30024e-008	-0.0025599
2.32024e-008	-0.00191993
2.34024e-008	-0.00191993
2.36024e-008	-0.0025599
2.38024e-008	-0.00239991
2.40024e-008	-0.00191993
2.42024e-008	-0.00207992
2.44024e-008	-0.00191993
2.46024e-008	-0.00207992
2.48024e-008	-0.00175993
2.50024e-008	-0.00191993
2.52024e-008	-0.00207992
2.54024e-008	-0.00159994
2.56024e-008	-0.00127995
2.58024e-008	-0.00175993
2.60024e-008	-0.00239991
2.62024e-008	-0.00127995
2.64024e-008	-0.00143994
2.66024e-008	-0.00127995
2.68024e-008	-0.00111996
2.70024e-008	-0.000959963
2.72024e-008	-0.000639975
2.74024e-008	-0.000639975
2.76024e-008	-0.000799969
2.78024e-008	-0.000959963
2.80024e-008	-0.000479982
2.82024e-008	-0.000319988
2.84024e-008	-0.000479982
2.86024e-008	-0.000479982
2.88024e-008	-0.000639975
2.90024e-008	-0.000799969
2.92024e-008	-0.000159994
2.94024e-008	-0.000319988
2.96024e-008	-0.000319988
2.98024e-008	0
3.00024e-008	0.000159994
3.02024e-008	-0.000159994
3.04024e-008	0.000319988
3.06024e-008	0.000479982
3.08024e-008	-0.000159994
3.10024e-008	-0.000319988
3.12024e-008	0.000159994
3.14024e-008	0.000639975
3.16024e-008	0
3.18024e-008	0.000159994
3.20024e-008	0
3.22024e-008	0.000159994
3.24024e-008	0.000159994
3.26024e-008	0.000159994
3.28024e-008	0.000159994
3.30024e-008	0.000159994
3.32024e-008	0.000159994
3.34024e-008	0.000639975
3.36024e-008	0.000479982
3.38024e-008	0.000159994
3.40024e-008	0.000159994
3.42024e-008	0.000159994
3.44024e-008	0.000319988
3.46024e-008	0.000159994
3.48024e-008	0.000159994
3.50024e-008	0.000319988
3.52024e-008	0.000159994
3.54024e-008	0
3.56024e-008	0
3.58024e-008	0.000479982
3.60024e-008	0.000159994
3.62024e-008	0.000319988
3.64024e-008	0.000319988
3.66024e-008	0.000159994
3.68024e-008	0.000319988
3.70024e-008	0.000319988
3.72024e-008	-0.000159994
3.74024e-008	0
3.76024e-008	0.000159994
3.78024e-008	0.000639975
3.80024e-008	0.000319988
3.82024e-008	0.000159994
3.84024e-008	0.000159994
3.86024e-008	0.000319988
3.88024e-008	0.000159994
3.90024e-008	0.000159994
3.92024e-008	0.000159994
3.94024e-008	-0.000159994
3.96024e-008	-0.000159994
3.98024e-008	0.000159994
4.00024e-008	0
4.02024e-008	0
4.04024e-008	0.000159994
4.06024e-008	-0.000159994
4.08024e-008	-0.000319988
4.10024e-008	-0.000639975
4.12024e-008	0
4.14024e-008	0
4.16024e-008	0.000479982
4.18024e-008	0.000479982
4.20024e-008	0.000319988
4.22024e-008	0.000159994
4.24024e-008	0.000479982
4.26024e-008	0.000479982
4.28024e-008	0.000159994
4.30024e-008	-0.000159994
4.32024e-008	0.000159994
4.34024e-008	0.000159994
4.36024e-008	0.000319988
4.38024e-008	0.000159994
4.40024e-008	0.000159994
4.42024e-008	-0.000159994
4.44024e-008	0.000159994
4.46024e-008	0
4.48024e-008	-0.000159994
4.50024e-008	0.000159994
4.52024e-008	0.000319988
4.54024e-008	0.000319988
4.56024e-008	0.000639975
4.58024e-008	0.000639975
4.60024e-008	0.000159994
4.62024e-008	0.000159994
4.64024e-008	0
4.66024e-008	0.000159994
4.68024e-008	-0.000159994
4.70024e-008	0.000159994
4.72024e-008	0.000959963
4.74024e-008	0.000799969
4.76024e-008	0
4.78024e-008	0.000479982
4.80024e-008	0.000799969
4.82024e-008	0.000799969
4.84024e-008	0.000959963
4.86024e-008	0.000799969
4.88024e-008	0
4.90024e-008	0
4.92024e-008	0.000639975
4.94024e-008	0.000159994
4.96024e-008	0.000479982
4.98024e-008	0
5.00024e-008	0
5.02024e-008	0.000319988
5.04024e-008	0.000159994
5.06024e-008	0
5.08024e-008	0
5.10024e-008	0.000479982
5.12024e-008	0.000639975
5.14024e-008	0.000159994
5.16024e-008	0.000319988
5.18024e-008	0.000159994
5.20024e-008	0.000799969
5.22024e-008	0.000479982
5.24024e-008	0.000639975
5.26024e-008	0
5.28024e-008	-0.000479982
5.30024e-008	-0.000159994
5.32024e-008	0.000319988
5.34024e-008	-0.000159994
5.36024e-008	0
5.38024e-008	-0.000159994
5.40024e-008	0
5.42024e-008	0
5.44024e-008	0
5.46024e-008	0
5.48024e-008	-0.000159994
5.50024e-008	-0.000159994
5.52024e-008	0.000319988
5.54024e-008	0
5.56024e-008	-0.000159994
5.58024e-008	-0.000319988
5.60024e-008	-0.000159994
5.62024e-008	0
5.64024e-008	0.000159994
5.66024e-008	0
5.68024e-008	0.000319988
5.70024e-008	0.000159994
5.72024e-008	0.000159994
5.74024e-008	0
5.76024e-008	0.000159994
5.78024e-008	0.000479982
5.80024e-008	0.000319988
5.82024e-008	0.000159994
5.84024e-008	0.000159994
5.86024e-008	0
5.88024e-008	-0.000159994
5.90024e-008	0.000159994
5.92024e-008	0
5.94024e-008	-0.000159994
5.96024e-008	-0.000159994
5.98024e-008	0.000159994
6.00024e-008	0.000319988
6.02024e-008	0.000479982
6.04024e-008	0.000159994
6.06024e-008	-0.000319988
6.08024e-008	-0.000479982
6.10024e-008	0.000159994
6.12024e-008	0
6.14024e-008	0
6.16024e-008	0
6.18024e-008	0.000159994
6.20024e-008	0
6.22024e-008	-0.000159994
6.24024e-008	0
6.26024e-008	0.000159994
6.28024e-008	0
6.30024e-008	-0.000159994
6.32024e-008	0.000799969
6.34024e-008	0.000479982
6.36024e-008	-0.000319988
6.38024e-008	-0.000159994
6.40024e-008	-0.000159994
6.42024e-008	-0.000319988
6.44024e-008	-0.000159994
6.46024e-008	0
6.48024e-008	-0.000159994
6.50024e-008	-0.000479982
6.52024e-008	-0.000159994
6.54024e-008	0.000159994
6.56024e-008	0
6.58024e-008	0
6.60024e-008	-0.000319988
6.62024e-008	0.000159994
6.64024e-008	-0.000159994
6.66024e-008	0.000319988
6.68024e-008	0.000479982
6.70024e-008	0
6.72024e-008	0.000159994
6.74024e-008	-0.000159994
6.76024e-008	0
6.78024e-008	0.000159994
6.80024e-008	0.000319988
6.82024e-008	0
6.84024e-008	0
6.86024e-008	0.000159994
6.88024e-008	0
6.90024e-008	0.000159994
6.92024e-008	0.000159994
6.94024e-008	0
6.96024e-008	-0.000319988
6.98024e-008	-0.000319988
7.00024e-008	-0.000319988
7.02024e-008	-0.000159994
7.04024e-008	0.000159994
7.06024e-008	0.000159994
7.08024e-008	-0.000159994
7.10024e-008	0.000319988
7.12024e-008	0.000639975
7.14024e-008	0.000639975
7.16024e-008	0.000159994
7.18024e-008	0.000159994
7.20024e-008	-0.000319988
7.22024e-008	0.000159994
7.24024e-008	0
7.26024e-008	-0.000159994
7.28024e-008	-0.000159994
7.30024e-008	0
7.32024e-008	-0.000159994
7.34024e-008	0.000159994
7.36024e-008	0.000319988
7.38024e-008	0.000319988
7.40024e-008	0.000159994
7.42024e-008	0
7.44024e-008	0
7.46024e-008	0.000319988
7.48024e-008	0
7.50024e-008	0
7.52024e-008	0.000159994
7.54024e-008	0
7.56024e-008	0
7.58024e-008	0.000159994
7.60024e-008	0.000319988
7.62024e-008	0.000479982
7.64024e-008	0
7.66024e-008	-0.000319988
7.68024e-008	-0.000159994
7.70024e-008	0
7.72024e-008	0
7.74024e-008	0.000159994
7.76024e-008	-0.000319988
7.78024e-008	0
7.80024e-008	0.000319988
7.82024e-008	0.000479982
7.84024e-008	-0.000319988
7.86024e-008	-0.000159994
7.88024e-008	-0.000479982
7.90024e-008	0
7.92024e-008	0.000639975
7.94024e-008	0.000159994
7.96024e-008	0
7.98024e-008	0.000159994
8.00024e-008	0.000319988
8.02024e-008	0.000159994
8.04024e-008	-0.000319988
8.06024e-008	-0.000159994
8.08024e-008	0
8.10024e-008	0
8.12024e-008	0.000159994
8.14024e-008	0.000159994
8.16024e-008	0.000479982
8.18024e-008	0.000159994
8.20024e-008	-0.000319988
8.22024e-008	0
8.24024e-008	0
8.26024e-008	0
8.28024e-008	0
8.30024e-008	0
8.32024e-008	0
8.34024e-008	0
8.36024e-008	-0.000159994
8.38024e-008	0.000159994
8.40024e-008	-0.000159994
8.42024e-008	-0.000319988
8.44024e-008	0
8.46024e-008	0
8.48024e-008	0.000159994
8.50024e-008	0.000479982
8.52024e-008	0.000159994
8.54024e-008	0
8.56024e-008	0.000319988
8.58024e-008	0.000319988
8.60024e-008	0
8.62024e-008	-0.000159994
8.64024e-008	0
8.66024e-008	0.000159994
8.68024e-008	-0.000319988
8.70024e-008	0
8.72024e-008	-0.000159994
8.74024e-008	0.000159994
8.76024e-008	0
8.78024e-008	0.000159994
8.80024e-008	0.000319988
8.82024e-008	0
8.84024e-008	-0.000159994
8.86024e-008	0
8.88024e-008	-0.000319988
8.90024e-008	-0.000319988
8.92024e-008	-0.000159994
8.94024e-008	0.000479982
8.96024e-008	0.000159994
8.98024e-008	-0.000159994
9.00024e-008	-0.000479982
9.02024e-008	-0.000319988
