LECROYWR104MXi-A/Å	50479	Waveform
Segments	1	SegmentSize	1002
Segment	TrigTime	TimeSinceSegment1
#1	22-Sep-2010 20:29:25	0                 
Time	Ampl
9.04024e-008	0.000159994
9.06024e-008	0.000479982
9.08024e-008	0
9.10024e-008	-0.000319988
9.12024e-008	0.000159994
9.14024e-008	0.000319988
9.16024e-008	0.000159994
9.18024e-008	0.000159994
9.20024e-008	-0.000319988
9.22024e-008	0.000479982
9.24024e-008	0.000479982
9.26024e-008	-0.000319988
9.28024e-008	-0.000479982
9.30024e-008	-0.000159994
9.32024e-008	-0.000159994
9.34024e-008	0.000479982
9.36024e-008	0
9.38024e-008	-0.000159994
9.40024e-008	-0.000319988
9.42024e-008	-0.000319988
9.44024e-008	-0.000479982
9.46024e-008	0.000159994
9.48024e-008	0.000319988
9.50024e-008	0.000159994
9.52024e-008	0.000479982
9.54024e-008	0.000319988
9.56024e-008	-0.000319988
9.58024e-008	0.000159994
9.60024e-008	0.000159994
9.62024e-008	-0.000159994
9.64024e-008	-0.000159994
9.66024e-008	0
9.68024e-008	0.000159994
9.70024e-008	0
9.72024e-008	0
9.74024e-008	0.000479982
9.76024e-008	0.000639975
9.78024e-008	0
9.80024e-008	-0.000159994
9.82024e-008	-0.000159994
9.84024e-008	-0.000639975
9.86024e-008	-0.000319988
9.88024e-008	-0.000159994
9.90024e-008	-0.000319988
9.92024e-008	0
9.94024e-008	0.000159994
9.96024e-008	0
9.98024e-008	0.000159994
1.00002e-007	0
